"";"acquired";"anomalous_pixels";"clear_confidence_percent";"clear_percent";"cloud_cover";"cloud_percent";"columns";"epsg_code";"ground_control";"gsd";"heavy_haze_percent";"instrument";"item_type";"light_haze_percent";"origin_x";"origin_y";"pixel_resolution";"provider";"published";"publishing_stage";"quality_category";"rows";"satellite_id";"shadow_percent";"snow_ice_percent";"strip_id";"sun_azimuth";"sun_elevation";"updated";"view_angle";"visible_confidence_percent";"visible_percent";"path";"satellite_azimuth"
"70";"2021-09-08T09:31:22.811526Z";0;99;100;0;0;13365;32632;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;581250;5715513;3;"planetscope";"2021-09-08T18:51:29Z";"finalized";"test";9789;"2430";0;0;"4878522";145,1;39,1;"2021-09-09T04:54:51Z";2,8;80;100;"./2021_09_08_hai_psscene4band_analytic_sr_udm2/files/20210908_093122_81_2430_metadata.json";279,1
"71";"2021-09-08T09:31:25.111486Z";0;100;100;0;0;13359;32632;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;577455;5699649;3;"planetscope";"2021-09-08T18:51:30Z";"finalized";"test";9790;"2430";0;0;"4878522";145;39,2;"2021-09-09T04:54:36Z";2,8;72;100;"./2021_09_08_hai_psscene4band_analytic_sr_udm2/files/20210908_093125_11_2430_metadata.json";279
"72";"2021-09-08T09:31:27.411446Z";0;99;100;0;0;13363;32632;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;573639;5683803;3;"planetscope";"2021-09-08T18:51:30Z";"finalized";"test";9790;"2430";0;0;"4878522";144,9;39,3;"2021-09-09T04:54:47Z";2,9;73;100;"./2021_09_08_hai_psscene4band_analytic_sr_udm2/files/20210908_093127_41_2430_metadata.json";278,9
"73";"2021-09-08T09:31:29.711406Z";0;99;100;0;0;13362;32632;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;569811;5667936;3;"planetscope";"2021-09-08T18:51:30Z";"finalized";"test";9793;"2430";0;0;"4878522";144,8;39,4;"2021-09-09T04:54:26Z";2,8;72;100;"./2021_09_08_hai_psscene4band_analytic_sr_udm2/files/20210908_093129_71_2430_metadata.json";278,9
"74";"2021-09-08T09:31:32.011366Z";0;98;100;0;0;13362;32632;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;565995;5652075;3;"planetscope";"2021-09-08T18:51:30Z";"finalized";"test";9795;"2430";0;0;"4878522";144,6;39,5;"2021-09-09T04:54:42Z";2,8;75;100;"./2021_09_08_hai_psscene4band_analytic_sr_udm2/files/20210908_093132_01_2430_metadata.json";279,1
"75";"2021-09-09T09:15:42.531664Z";0;99;100;0;0;13563;32633;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;420639;5906136;3;"planetscope";"2021-09-09T23:31:22Z";"finalized";"standard";10123;"2434";0;0;"4882114";146,7;37,6;"2021-09-10T04:47:30Z";3;79;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_091542_53_2434_metadata.json";105,5
"76";"2021-09-09T09:15:44.832664Z";0;99;100;0;0;13560;32633;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;416415;5890440;3;"planetscope";"2021-09-09T23:31:24Z";"finalized";"standard";10124;"2434";0;0;"4882114";146,6;37,7;"2021-09-10T04:47:34Z";3;80;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_091544_83_2434_metadata.json";105,6
"77";"2021-09-09T09:15:47.133664Z";0;99;100;0;0;13565;32633;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;412155;5874735;3;"planetscope";"2021-09-09T23:31:24Z";"finalized";"standard";10123;"2434";0;0;"4882114";146,5;37,8;"2021-09-10T04:47:34Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_091547_13_2434_metadata.json";105,6
"78";"2021-09-09T09:15:49.434664Z";0;99;100;0;0;13560;32633;TRUE;4,1;0;"PSB.SD";"PSScene4Band";0;407880;5858982;3;"planetscope";"2021-09-09T23:31:24Z";"finalized";"standard";10125;"2434";0;0;"4882114";146,4;37,9;"2021-09-10T04:47:35Z";3;78;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_091549_43_2434_metadata.json";105,5
"79";"2021-09-09T09:47:04.144648Z";0,09;99;100;0;0;8803;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;399750;5905119;3;"planetscope";"2021-09-10T00:22:17Z";"finalized";"standard";4883;"103b";0;0;"4882218";154,9;39,4;"2021-09-10T07:02:42Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094704_103b_metadata.json";278,7
"80";"2021-09-09T09:47:05.143941Z";0,09;100;100;0;0;8822;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;397740;5898201;3;"planetscope";"2021-09-10T00:22:17Z";"finalized";"standard";4886;"103b";0;0;"4882218";154,8;39,5;"2021-09-10T07:02:43Z";3;100;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094705_103b_metadata.json";278,7
"81";"2021-09-09T09:47:06.143234Z";0,09;99;100;0;0;8807;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;395832;5891268;3;"planetscope";"2021-09-10T00:22:17Z";"finalized";"standard";4887;"103b";0;0;"4882218";154,8;39,5;"2021-09-10T07:02:43Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094706_103b_metadata.json";278,7
"82";"2021-09-09T09:47:07.142527Z";0,09;99;100;0;0;8789;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;393927;5884323;3;"planetscope";"2021-09-10T00:22:18Z";"finalized";"standard";4889;"103b";0;0;"4882218";154,7;39,6;"2021-09-10T07:02:44Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094707_103b_metadata.json";279,1
"83";"2021-09-09T09:47:08.142344Z";0,09;99;100;0;0;8801;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;391992;5877423;3;"planetscope";"2021-09-10T00:22:18Z";"finalized";"standard";4894;"103b";0;0;"4882218";154,7;39,6;"2021-09-10T07:02:44Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094708_103b_metadata.json";279,1
"84";"2021-09-09T09:47:09.141637Z";0,09;99;100;0;0;8791;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;389988;5870517;3;"planetscope";"2021-09-10T00:22:19Z";"finalized";"standard";4882;"103b";0;0;"4882218";154,6;39,7;"2021-09-10T07:02:45Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094709_103b_metadata.json";279,1
"85";"2021-09-09T09:47:10.14093Z";0,09;99;100;0;0;8817;32633;TRUE;3,8;0;"PS2";"PSScene4Band";0;387954;5863641;3;"planetscope";"2021-09-10T00:22:19Z";"finalized";"standard";4889;"103b";0;0;"4882218";154,6;39,7;"2021-09-10T07:02:45Z";3;99;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_094710_103b_metadata.json";279,1
"86";"2021-09-09T10:06:14.644971Z";0;100;100;0;0;13842;32633;TRUE;4,2;0;"PSB.SD";"PSScene4Band";0;353826;5888412;3;"planetscope";"2021-09-09T19:03:35Z";"finalized";"standard";10355;"2254";0;0;"4881972";161,5;40,9;"2021-09-10T05:01:45Z";5;100;100;"./2021_09_09_sch_psscene4band_analytic_sr_udm2/files/20210909_100614_64_2254_metadata.json";102,7
"87";"2021-09-23T09:31:39.051206Z";0;99;100;0;0;12683;32632;TRUE;3,9;0;"PSB.SD";"PSScene4Band";0;530583;5377182;3;"planetscope";"2021-09-24T00:36:45Z";"finalized";"standard";9255;"220b";0;0;"4928796";147,1;36,4;"2021-09-24T07:05:08Z";4;79;100;"./2021_09_23_alb_psscene4band_analytic_sr_udm2/files/20210923_093139_05_220b_metadata.json";279,2
"88";"2021-09-23T10:19:27.254077Z";0;100;100;0;0;13245;32632;TRUE;4;0;"PSB.SD";"PSScene4Band";0;505383;5390118;3;"planetscope";"2021-09-24T01:03:40Z";"finalized";"standard";9710;"2408";0;0;"4928311";161,5;39,7;"2021-09-24T04:36:58Z";2;100;100;"./2021_09_23_alb_psscene4band_analytic_sr_udm2/files/20210923_101927_25_2408_metadata.json";277,2
"89";"2021-09-23T10:19:29.548317Z";0;100;100;0;0;13241;32632;TRUE;4;0;"PSB.SD";"PSScene4Band";0;501582;5374317;3;"planetscope";"2021-09-24T01:03:40Z";"finalized";"standard";9715;"2408";0;0;"4928311";161,4;39,8;"2021-09-24T04:36:56Z";2;100;100;"./2021_09_23_alb_psscene4band_analytic_sr_udm2/files/20210923_101929_54_2408_metadata.json";277,2
"90";"2021-09-23T10:19:31.842557Z";0;100;100;0;0;13245;32632;TRUE;4;0;"PSB.SD";"PSScene4Band";0;497712;5358546;3;"planetscope";"2021-09-24T01:03:40Z";"finalized";"standard";9716;"2408";0;0;"4928311";161,3;40;"2021-09-24T04:37:10Z";2;100;100;"./2021_09_23_alb_psscene4band_analytic_sr_udm2/files/20210923_101931_84_2408_metadata.json";277,3
