explo;Useful_PlotID;Qnum;month;year;date_releves;UAV;m;HHLAI;Biomass_g_per60cm2;Biomass_interpolated;Grass;Forb;Leg;Bare;Litter;Moss;Sen;Morib;Dung;Shrub;Green;Grass_h;Forb_h;Leg_h;RPMcalc_cm;Comments quadrat;Comments plot;LUI_2015_2018;x;y;elevation;slope;soil;grazing;mowing;fertilizer;LUI_2020
H;HEG09;HEG09_08;J;2021;01.06.2021;eBee;37,5;2,35;;60,6499;47;13;1;5;3;1;;30;;;61;37;14;12;20;ant hill;;0,94;596420;5893507;325,16;1,64;Pseudogley;0,46;0;0;0,68
H;HEG09;HEG09_09;J;2021;01.06.2021;eBee;42;2,01;39,567;39,567;35;18;7;6;3;1;;30;;;60;37;12;15;19;ant hill;;0,94;596420;5893507;325,16;1,64;Pseudogley;0,46;0;0;0,68
H;HEG09;HEG09_10;J;2021;01.06.2021;eBee;46;2,59;;48,4571;49;20;7;1;2;1;;20;;;76;35;17;18;16;;;0,94;596420;5893507;325,16;1,64;Pseudogley;0,46;0;0;0,68
H;HEG13;HEG13_01;J;2021;04.06.2021;eBee;6;4,49;;74,67162;37;42;0,1;11;5;;;5;;;79;41;28;12;24,6;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_02;J;2021;04.06.2021;eBee;10,5;6,27;146,105;146,105;73;12;;10;3;;;2;;;85;50;26;;40,8;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_03;J;2021;04.06.2021;eBee;15;5,24;;123,44282;52;30;;9;4;1;1;3;;;82;50;25;;40,6;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_04;J;2021;04.06.2021;eBee;19,5;5,44;;133,19706;74;12;;5;4;1;;4;;;86;48;19;;43,8;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_05;J;2021;04.06.2021;eBee;24;4,77;115,317;115,317;58;25;2;12;1;1;;1;;;85;40;24;20;30,8;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_06;J;2021;04.06.2021;eBee;28,5;5,69;;119,78498;66;17;;13;3;;;1;;;83;50;25;;39,4;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_07;J;2021;04.06.2021;eBee;33;3,06;;63,08846;74;11;;7;3;1;1;3;;;85;30;17;;20,8;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_08;J;2021;04.06.2021;eBee;37,5;3,68;;71,62342;72;10;;14;2;;;2;;;82;38;23;;23,6;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_09;J;2021;04.06.2021;eBee;42;4,88;115,227;115,227;73;15;;10;1;;;1;;;88;45;25;;36;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG13;HEG13_10;J;2021;04.06.2021;eBee;46;3,99;;82,59694;61;20;6;9;2;;1;1;;;87;32;21;18;27,2;;;1,85;596285;5897853;290,48;2,33;Pseudogley;0,31;1,62;0,84;1,67
H;HEG26;HEG26_01;J;2021;04.06.2021;Parrot;6;3,84;;102,10542;42;1;33;3;5;1;;15;;;76;78;33;20;33,6;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_02;J;2021;04.06.2021;Parrot;10,5;3,22;106,25;106,25;53;13;6;2;5;1;;20;;;72;78;24;24;33,2;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_03;J;2021;04.06.2021;Parrot;15;3,83;;83,81622;27;14;33;5;3;3;;15;;;74;65;25;25;27,6;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_04;J;2021;04.06.2021;Parrot;19,5;2,39;;80,15838;41;9;14;5;2;4;;25;;;64;70;13;24;26,4;hole;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_05;J;2021;04.06.2021;Parrot;24;2,38;86,413;86,413;50;4;2;10;;1;;32;1;;56;65;15;23;28,8;hole;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_06;J;2021;04.06.2021;Parrot;28,5;3,47;;89,91262;42;10;20;3;2;1;;22;;;72;75;14;20;29,6;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_07;J;2021;04.06.2021;Parrot;33;2,59;;64,30774;27;19;6;6;1;6;;35;;;52;53;18;20;21,2;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_08;J;2021;04.06.2021;Parrot;37,5;2,81;;75,8909;38;19;9;14;1;1;;18;;;66;50;17;20;25;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_09;J;2021;04.06.2021;Parrot;42;3,26;91,888;91,888;40;21;16;5;1;2;;15;;;67;80;20;27;25,4;;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG26;HEG26_10;J;2021;04.06.2021;Parrot;46;3,02;;136,24526;36;20;21;6;1;1;;15;;;67;70;20;20;44,8;hole;;1,83;595668;5896627;340,83;6,32;Pseudogley;0;1,62;3,07;2,17
H;HEG30;HEG30_01;J;2021;04.06.2021;eBee;6;5,31;;90,52226;55;40;1;2;2;0,1;;;;;96;45;28;11;29,8;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_02;J;2021;04.06.2021;eBee;10,5;4,58;96,978;96,978;47;34;6;10;3;;;;;;87;42;18;15;26,2;ant hill;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_03;J;2021;04.06.2021;eBee;15;5,27;;100,88614;46;46;0,1;4;2;;;2;;;92;47;22;18;33,2;ant hill;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_04;J;2021;04.06.2021;eBee;19,5;5,07;;71,62342;20;73;;2;2;;;3;;;93;38;18;;23,6;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_05;J;2021;04.06.2021;eBee;24;3,93;100,252;100,252;32;60;2;2;2;;;2;;;94;44;20;20;25,6;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_06;J;2021;04.06.2021;eBee;28,5;5,88;;91,1319;46;46;;3;1;;;4;;;92;48;22;;30;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_07;J;2021;04.06.2021;eBee;33;6,12;;107,59218;66;26;;2;4;;;;2;;90;53;27;;35,4;mushroom put in dung;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_08;J;2021;04.06.2021;eBee;37,5;4,89;;80,76802;43;45;1;2;6;1;;2;;;89;50;22;18;26,6;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_09;J;2021;04.06.2021;eBee;42;4,02;66,057;66,057;25;68;;4;2;1;;;;;93;44;24;;22,2;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG30;HEG30_10;J;2021;04.06.2021;eBee;46;3,62;;71,01378;55;36;1;1;6;;;;1;;92;46;22;17;23,4;;;2,31;595007;5870610;378,61;6,15;Braunerde;0;2,71;2,82;2,35
H;HEG47;HEG47_01;J;2021;04.06.2021;Parrot;6;3,06;;95,39938;56;25;3;3;1;4;1;7;;;84;83;24;30;31,4;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_02;J;2021;04.06.2021;Parrot;10,5;3,9;168,638;168,638;76;9;1;5;1;3;1;4;;;86;96;31;28;42,8;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_03;J;2021;04.06.2021;Parrot;15;4,64;;102,10542;35;40;2;1;1;17;1;3;;;77;78;40;21;33,6;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_04;J;2021;04.06.2021;Parrot;19,5;5,09;;118,5657;77;7;2;1;1;7;1;4;;;86;71;27;36;39;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_05;J;2021;04.06.2021;Parrot;24;3,28;149,934;149,934;65,5;22;0,5;3;1;1;2;5;;;88;78;34;60;40,8;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_06;J;2021;04.06.2021;Parrot;28,5;5,19;;107,59218;25;46;0,1;1;0,5;;25;1,5;;1;71;61;30;17;35,4;tree 1;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_07;J;2021;04.06.2021;Parrot;33;6,37;;132,58742;65;27;5;0,5;0,5;0,5;1;0,5;;;97;80;45;44;43,6;tree;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_08;J;2021;04.06.2021;Parrot;37,5;4,14;;127,10066;20;71;3;2;0,5;0,5;1;2;;;94;79;35;34;41,8;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_09;J;2021;04.06.2021;Parrot;42;3,47;90,847;90,847;45;20;10;2;1;1;1;20;;;75;53;24;28;34,4;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
H;HEG47;HEG47_10;J;2021;04.06.2021;Parrot;46;3,65;;128,92958;61;9;15;2;1;1;1;10;;;85;66;24;32;42,4;;;1,88;595676;5674665;330,56;4,96;Pseudogley;0;1,62;3,07;2,17
S;SEG01;SEG01_01;J;2021;27.05.2021;eBee;6;5,84;;140,51274;75;1;;1;2;;3;18;;;76;40;27;;46,2;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_02;J;2021;27.05.2021;eBee;10,5;3,95;37,782;37,782;71;1;;;5;;3;20;;;71;32;8;;29,8;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_03;J;2021;27.05.2021;eBee;15;4,24;;89,91262;76;;;1;2;;1;20;;;76;30;10;;29,6;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_04;J;2021;27.05.2021;eBee;19,5;3,37;;76,50054;77;1;;2;2;;1;17;;;78;28;16;;25,2;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_05;J;2021;27.05.2021;eBee;24;3,4;58,849;58,849;79;1;;;5;;1;14;;;71;26;11;;24,6;;;1,23;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_06;J;2021;27.05.2021;eBee;28,5;2,85;;82,59694;83;;;1;2;;1;13;;;83;30;7;;27,2;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_07;J;2021;27.05.2021;eBee;33;3;;71,62342;72;;;2;5;;1;20;;;72;29;;;23,6;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_08;J;2021;27.05.2021;eBee;37,5;3,15;;71,62342;82;1;;1;3;;1;12;;;83;33;17;;23,6;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_09;J;2021;27.05.2021;eBee;42;2,26;46,601;46,601;52;;;7;20;;1;20;;;52;28;;;21,2;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG01;SEG01_10;J;2021;27.05.2021;eBee;46;4,25;;89,30298;67;;;10;6;;2;15;;;67;30;;;29,4;;;;832720;5680945;22,65;0,42;Erdniedermoor;0;1,08;0;1,04
S;SEG02;SEG02_01;J;2021;27.05.2021;eBee;6;2,69;;72,8427;68;1;;10;7;;1;13;;;69;30;8;;24;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_02;J;2021;27.05.2021;eBee;10,5;2,71;81,003;81,003;70;;;15;5;;4;4;2;;70;27;10;;30,4;cattle dung;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_03;J;2021;27.05.2021;eBee;15;3,01;;112,4693;76;2;;7;4;;1;10;;;78;30;13;;37;Mole hills;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_04;J;2021;27.05.2021;eBee;19,5;3,47;;105,76326;70;1;;15;3;;1;7;3;;71;35;9;;34,8;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_05;J;2021;27.05.2021;eBee;24;2,5;42,894;42,894;55;30;;2;4;;1;8;;;67;24;11;;18,2;;;1,23;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_06;J;2021;27.05.2021;eBee;28,5;3,72;;97,83794;67;8;;9;5;;1;10;;;75;40;15;;32,2;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_07;J;2021;27.05.2021;eBee;33;2,55;;49,06674;67;8;;13;6;;2;4;;;75;25;10;;16,2;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_08;J;2021;27.05.2021;eBee;37,5;2,49;;47,84746;45;10;;25;5;;5;10;;;55;40;17;;15,8;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_09;J;2021;27.05.2021;eBee;42;2,79;61,961;61,961;54;12;;6;5;;3;19;1;;65;36;18;;26;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG02;SEG02_10;J;2021;27.05.2021;eBee;46;2,08;;63,6981;58;15;;15;3;;2;7;;;73;28;15;;21;;;;833403;5675631;21;0,06;Erdniedermoor;1,27;0;0;1,13
S;SEG03;SEG03_01;J;2021;26.05.2021;eBee;6;6,15;;144,17058;90;7;;;;;1;2;;;97;50;45;;47,4;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_02;J;2021;26.05.2021;eBee;10,5;6,44;117,885;117,885;91;3;;;1;;2;3;;;94;50;35;;44,2;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_03;J;2021;26.05.2021;eBee;15;7,81;;117,95606;98;2;;;;;;;;;99;47;35;;38,8;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_04;J;2021;26.05.2021;eBee;19,5;4,28;;115,5175;85;;;2;3;;1;9;;;85;40;;;38;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_05;J;2021;26.05.2021;eBee;24;7,36;145,873;145,873;94;2;;;;;;4;;;96;45;45;;50,4;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_06;J;2021;26.05.2021;eBee;28,5;5,73;;158,1923;95;;;1;1;;1;2;;;95;60;;;52;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_07;J;2021;26.05.2021;eBee;33;5,48;;137,46454;87;;;3;3;;1;6;;;87;60;;;45,2;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_08;J;2021;26.05.2021;eBee;37,5;5,94;;143,56094;92;;;2;1;;1;4;;;92;57;;;47,2;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_09;J;2021;26.05.2021;eBee;42;6,17;140,199;140,199;96;;;;;;1;3;;;96;50;;;49,6;;;1,23;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG03;SEG03_10;J;2021;26.05.2021;eBee;46;6,29;;140,51274;90;;;2;1;;1;6;;;90;75;;;46,2;;;;833674;5898655;19,4;0,35;Erdniedermoor;0,69;1,08;0;1,33
S;SEG04;SEG04_01;J;2021;25.05.2021;eBee;6;5,91;;135,63562;53;40;;2;2;;3;;;;93;50;50;;44,6;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_02;J;2021;25.05.2021;eBee;10,5;5,95;126,207;126,207;48;45;;5;1;;1;;;;93;50;40;;49,6;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_03;J;2021;25.05.2021;eBee;15;5,14;;150,26698;50;45;;2;1;;2;;;;95;60;40;;49,4;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_04;J;2021;25.05.2021;eBee;19,5;0;;139,9031;44;44;;3;1;;8;;;;88;53;30;;46;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_05;J;2021;25.05.2021;eBee;24;4,68;87,144;87,144;70;12;;3;5;;9;1;;;94;60;35;;40,8;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_06;J;2021;25.05.2021;eBee;28,5;5,34;;152,0959;46;42;;4;4;;4;;;;88;60;45;;50;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_07;J;2021;25.05.2021;eBee;33;5,95;;136,24526;44;45;;3;2;;6;;;;89;60;45;;44,8;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_08;J;2021;25.05.2021;eBee;37,5;5,55;;136,24526;42;43;;7;2;;6;;;;85;40;35;;44,8;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_09;J;2021;25.05.2021;eBee;42;4,85;107,527;107,527;50;37;;6;2;;4;1;;;87;50;45;;46,2;;;1,28;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG04;SEG04_10;J;2021;25.05.2021;eBee;46;7,18;;165,50798;41;55;;1;;;3;;;;96;60;53;;54,4;;;;834672;5893549;19;0,35;Erdniedermoor;0,25;1,62;0;1,37
S;SEG05;SEG05_01;J;2021;28.05.2021;eBee;6;7,2;;160,63086;37;55;;3;1;;2;2;;;92;72;49;;52,8;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_02;J;2021;28.05.2021;eBee;10,5;8,44;113,015;113,015;58;25;;10;3;;4;;;;82;66;50;;29,2;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_03;J;2021;28.05.2021;eBee;15;7,33;;142,34166;49;20;;20;2;;5;4;;;69;69;45;;46,8;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_04;J;2021;28.05.2021;eBee;19,5;6,21;;95,39938;65;6;;22;1;;3;3;;;71;52;31;;31,4;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_05;J;2021;28.05.2021;eBee;24;5,66;154,244;154,244;73;9;;12;2;;2;2;;;82;56;39;;36,2;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_06;J;2021;28.05.2021;eBee;28,5;6,67;;77,71982;70;7;;18;1;;2;2;;;77;49;36;;25,6;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_07;J;2021;28.05.2021;eBee;33;5,5;;142,34166;86;2;;5;1;;4;2;;;88;70;36;;46,8;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_08;J;2021;28.05.2021;eBee;37,5;5,49;;105,76326;76;4;;13;1;;3;3;;;80;58;37;;34,8;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_09;J;2021;28.05.2021;eBee;42;5,3;117,001;117,001;82;2;;10;2;;2;2;;;84;60;32;;43;;;1,28;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG05;SEG05_10;J;2021;28.05.2021;eBee;46;6,2;;124,6621;60;15;;15;1;;6;3;;;75;60;35;;41;;;;834630;5896287;19,05;0,35;Erdniedermoor;0;1,08;0;1,04
S;SEG06;SEG06_01;J;2021;26.05.2021;eBee;6;2,53;;41,14142;87;5;;2;4;;2;;;;92;10;7;;13,6;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_02;J;2021;26.05.2021;eBee;10,5;3,13;45,623;45,623;94;3;;;3;;;;;;97;17;13;;17,4;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_03;J;2021;26.05.2021;eBee;15;2,76;;44,79926;51;32;10;2;3;;2;;;;92;13;12;4;14,8;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_04;J;2021;26.05.2021;eBee;19,5;3,46;;41,14142;45;31;10;5;5;1;3;;;;86;12;8;7;13,6;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_05;J;2021;26.05.2021;eBee;24;2,85;32,061;32,061;70;25;;;4;;1;;;;96;12;9;5;14,4;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_06;J;2021;26.05.2021;eBee;28,5;2,86;;42,97034;69;15;1;7;4;;2;2;;;85;13;6;4;14,2;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_07;J;2021;26.05.2021;eBee;33;1,38;;25,29078;53;30;1;6;4;;4;2;;;84;7;4;4;8,4;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_08;J;2021;26.05.2021;eBee;37,5;1,38;;25,29078;45;33;2;8;3;1;5;3;;;80;6;5;3;8,4;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_09;J;2021;26.05.2021;eBee;42;3,04;15,733;15,733;56;30;;;6;;4;4;;;94;10;5;2;11;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG06;SEG06_10;J;2021;26.05.2021;eBee;46;2,28;;35,04502;78;4;5;4;2;1;4;2;;;86;10;8;3;11,6;;;;809398;5899782;57,47;0,16;Mulmniedermoor;2,76;1,08;0,72;2,14
S;SEG07;SEG07_01;J;2021;27.05.2021;eBee;6;8,38;;169,16582;90;9;;;;;1;;;;99;60;45;;55,6;;Too high for the rpm in all quadrats;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_02;J;2021;27.05.2021;eBee;10,5;6,18;121,689;121,689;55;40;;;3;;1;1;;;94;55;42;;51;;Swampy soil;1,28;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_03;J;2021;27.05.2021;eBee;15;7,27;;173,4333;44;55;;1;;;;;;;99;45;45;;57;;Very N rich;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_04;J;2021;27.05.2021;eBee;19,5;7,7;;178,31042;73;25;;1;;;1;;;;98;65;44;;58,6;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_05;J;2021;27.05.2021;eBee;24;7,48;112,777;112,777;70;28;;;;;1;1;;;95;65;50;;52,6;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_06;J;2021;27.05.2021;eBee;28,5;8,56;;150,26698;87;12;;1;;;;;;;99;58;50;;49,4;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_07;J;2021;27.05.2021;eBee;33;7,8;;173,4333;76;20;;1;;;1;2;;;96;53;57;;57;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_08;J;2021;27.05.2021;eBee;37,5;8,06;;176,4815;40;54;;2;1;;1;2;;;94;52;48;;58;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_09;J;2021;27.05.2021;eBee;42;4,96;95,455;95,455;39;50;;;2;;1;8;;;89;55;42;;51;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG07;SEG07_10;J;2021;27.05.2021;eBee;46;8,99;;186,84538;73;25;;1;;;1;;;;98;53;58;;61,4;;;;833210;5881666;21;0,06;Erdniedermoor;1,64;0;0;1,28
S;SEG08;SEG08_01;J;2021;25.05.2021;eBee;6;5,77;;104,54398;86;6;2;3;2;;1;;;;94;30;23;13;34,4;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_02;J;2021;25.05.2021;eBee;10,5;6,13;87,165;87,165;46;30;20;2;1;;1;;;;96;30;28;15;38,2;;;1,41;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_03;J;2021;25.05.2021;eBee;15;5,5;;114,90786;64;15;15;3;1;;2;;;;94;35;26;22;37,8;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_04;J;2021;25.05.2021;eBee;19,5;6,07;;137,46454;88;4;4;2;1;;1;;;;96;31;32;15;45,2;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_05;J;2021;25.05.2021;eBee;24;6,69;122,317;122,317;49;40;8;1;1;;1;;;;97;34;30;22;42;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_06;J;2021;25.05.2021;eBee;28,5;3,92;;88,0837;54;35;4;3;2;;2;;;;93;25;29;12;29;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_07;J;2021;25.05.2021;eBee;33;6,86;;139,9031;83;6;6;2;1;;2;;;;95;44;34;30;46;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_08;J;2021;25.05.2021;eBee;37,5;6,25;;123,44282;87;6;3;2;1;;1;;;;95;47;36;25;40,6;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_09;J;2021;25.05.2021;eBee;42;3,85;71,571;71,571;47;40;;7;4;;2;;;;87;32;32;;30;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
S;SEG08;SEG08_10;J;2021;25.05.2021;eBee;46;5,08;;122,22354;64;25;;5;3;;2;1;;;89;50;35;;40,2;;;;835689;5881393;16,3;0,43;Erdniedermoor;3,07;1,08;0;2,04
