explo;Useful_PlotID;Qnum;month;year;date_releves;UAV;m;HHLAI;Biomass_g_per60cm2;Biomass_interpolated;Grass;Forb;Leg;Bare;Litter;Moss;Sen;Morib;Dung;Shrub;Green;Grass_h;Forb_h;Leg_h;RPMcalc_cm;Comments quadrat;Comments plot;LUI_2015_2018;x;y;elevation;slope;soil;grazing;mowing;fertilizer;LUI_2020
A;AEG07;AEG07_04;S;2020;07.09.2020;Parrot;19,5;0,6;;24,27674;25;48,8;0,2;2;4;7;5;8;;;74;10;4;6;6,8;;;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG07;AEG07_05;S;2020;07.09.2020;Parrot;24;0,8;;45,4299;37,5;30;3;0,5;3;11;3;11;1;;70,5;16;4;2;13;;;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG07;AEG07_06;S;2020;07.09.2020;Parrot;28,5;0,73;26,2;26,2;27;39;3,5;0,1;5;5;5;14,9;0,5;;69,5;12;5;4;12;;;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG07;AEG07_07;S;2020;07.09.2020;Parrot;33;0,54;;37,24158;26;37;3;0,1;5;6;5;14,9;1,5;1,5;69;10;4;5;10,6;;;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG07;AEG07_08;S;2020;07.09.2020;Parrot;37,5;0,79;;25,64146;38;38;2;1;4;7;1;7;2;;78;10;4;7;7,2;;;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG07;AEG07_09;S;2020;07.09.2020;Parrot;42;0,26;;22,91202;22;42;1;3;2;20;2;7,8;0,2;;65;7;7;6;6,4;;;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG07;AEG07_10;S;2020;07.09.2020;Parrot;46;0,29;4,9;4,9;45;31;5;7;2;6;0,1;3,9;;;81;5;3;5;4;;Lisa & Florian estimated brown matter less than I;0,68;527898;5370556;794,66;10,23;Rendzina;0,67;0;0;0,82
A;AEG08;AEG08_01;S;2020;09.09.2020;Parrot;6;2,01;;37,92394;57;25;;;1;2;10;4,8;0,2;;82;11;9;;10,8;;I adjusted to their estimations;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_02;S;2020;09.09.2020;Parrot;10,5;1,78;;28,3709;65;15;;;1;4;10;5;;;80;11;3;;8;;Grazed or mown in June;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_03;S;2020;09.09.2020;Parrot;15;2,17;19,6;19,6;72;10;3;0,1;3;3;5;3,9;;;85;10;10;2;8,4;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_04;S;2020;09.09.2020;Parrot;19,5;1,86;;39,28866;75;6;1;;1;1;10;6;;;82;8;8;13;11,2;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_05;S;2020;09.09.2020;Parrot;24;2,35;;35,87686;72;9;1;2;;1;10;4,9;0,1;;82;11;8;2;10,2;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_06;S;2020;09.09.2020;Parrot;28,5;2,06;28,9;28,9;60;23;2;0,1;1,9;1;10;2;;;85;10;2;3;7,8;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_07;S;2020;09.09.2020;Parrot;33;1,47;;33,14742;69;8;3;0,1;;2;10;7,9;;;80;12;7;2;9,4;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_08;S;2020;09.09.2020;Parrot;37,5;1,79;;33,14742;77;6;1;0,1;;3;9;3,9;;;84;10;9;4;9,4;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_09;S;2020;09.09.2020;Parrot;42;1,53;;34,51214;69;19;;0,1;;3,9;6;2;;;88;8;7;;9,8;;;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG08;AEG08_10;S;2020;09.09.2020;Parrot;46;2,83;50,1;50,1;83;7;2;0,1;;1;6;0,9;;;92;9;7;4;10,4;;Plots every 4.55 m starting at 6.05 m;1,19;536409;5361079;760,28;3,74;Rendzina;0,17;1,62;0;1,34
A;AEG09;AEG09_01;S;2020;10.09.2020;Parrot;6,05;1,23;;33,14742;69,9;8;0,1;2;1;8;7;4;;;78;17;6;2;9,4;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_02;S;2020;10.09.2020;Parrot;10,6;0,9;;33,14742;54;12;9;3;1;13;6;2;;;75;13;7;3;9,4;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_03;S;2020;10.09.2020;Parrot;15,15;0,55;14,3;14,3;30;43;2;5;1;9;7;3;;;75;11;7;4;5;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_04;S;2020;10.09.2020;Parrot;19,7;1,11;;31,10034;73;12;1;0,1;0,9;3;6;4;;;86;12;4;2;8,8;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_05;S;2020;10.09.2020;Parrot;24,25;0,54;;30,41798;70;12;2;1;2;4;6;3;;;84;12;7;3;8,6;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_06;S;2020;10.09.2020;Parrot;28,8;0,45;31,6;31,6;54;27;2;2;2;3;8;2;;;83;11;6;3;9,2;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_07;S;2020;10.09.2020;Parrot;33,35;0,25;;8,58246;15;61;1;3,9;3;1;10;5;0,1;;77;8;3;3;2,2;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_08;S;2020;10.09.2020;Parrot;37,9;0,6;;25,64146;44;35;1;2;2;0,1;8;6,9;1;;80;11;4;3;7,2;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_09;S;2020;10.09.2020;Parrot;42,45;0,37;;20,18258;41;32;1;8,9;4;1;7;5;0,1;;74;9;4;2;5,6;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG09;AEG09_10;S;2020;10.09.2020;Parrot;47;0,22;7,3;7,3;32;40;4;9;3;1;5;6;;;76;7;4;2;5,4;;;0,95;537218;5360815;742,5;13,33;Rendzina;0,65;0;0;0,81
A;AEG16;AEG16_01;S;2020;11.09.2020;Parrot;6;0;;8,58246;13;17;4;63;;;1,5;1,5;;;32;3,5;3;3;2,2;;cows;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_02;S;2020;11.09.2020;Parrot;10,5;0,17;;14,7237;30;41;21;3,5;0,5;;2;2;;;92;5,5;2,5;2;4;;Very few grass;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_03;S;2020;11.09.2020;Parrot;15;0,21;9,7;9,7;25;45;13;3;2;5;6;1;;;83;6,5;3;3;4,2;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_04;S;2020;11.09.2020;Parrot;19,5;0,75;;14,7237;44;34,5;6;1;1;3;6;3;1,5;;84,5;8;4;3;4;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_05;S;2020;11.09.2020;Parrot;24;0;;12,67662;58,8;15;12;7;0,2;1;3;3;;;85,5;4;2,5;2;3,4;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_06;S;2020;11.09.2020;Parrot;28,5;0,34;10,2;10,2;35;44;11;4;1;1;3;1;;;90;5;3;2;2,6;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_07;S;2020;11.09.2020;Parrot;33;0,43;;14,7237;25;27;40;2,9;2;0,1;2;1;;;92;7;5;2;4;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_08;S;2020;11.09.2020;Parrot;37,5;0,72;;13,35898;44;20;20;3;2;4;3;2;2;;84;8;4;3;3,6;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_09;S;2020;11.09.2020;Parrot;42;0,99;;21,5473;44;23;23;3,9;1;0,1;4;1;;;90;8;2;6;6;;;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG16;AEG16_10;S;2020;11.09.2020;Parrot;46;0,14;15,3;15,3;49;20;13;5;2;1;8;2;;;82;7;4;5;4,2;;Mown long ago.;1,79;533725;5360484;723,85;5,82;Rendzina;3,8;0;2,19;2,45
A;AEG19;AEG19_01;S;2020;08.09.2020;Parrot;6;4,36;;74,08902;62;30;0,5;6;1;;0,5;;;;92,5;24;18;9;21,4;;Fertilized;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_02;S;2020;08.09.2020;Parrot;10,5;4,11;;65,21834;59;35;2;3;0,5;;0,5;;;;96;26;21;13;18,8;;Not recently grazed;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_03;S;2020;08.09.2020;Parrot;15;4,13;42,3;42,3;45,5;20;27;5;1;;1;0,5;;;92,5;20;19;8;15;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_04;S;2020;08.09.2020;Parrot;19,5;4,22;;62,4889;30,5;60;3;5;0,5;;1;;;;93,5;31;32;18;18;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_05;S;2020;08.09.2020;Parrot;24;4,45;;57,03002;72,5;18;9;0,1;0,1;;0,2;0,1;;;99,5;18;15;13;16,4;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_06;S;2020;08.09.2020;Parrot;28,5;5,44;101,6;101,6;38,9;50;0,1;7;2;;;2;;;89;22;32;7;18,2;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_07;S;2020;08.09.2020;Parrot;33;5,07;;63,85362;68;20;11;0,5;0,2;;0,1;0,2;;;99;20;25;8;18,4;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_08;S;2020;08.09.2020;Parrot;37,5;4,06;;54,98294;75,4;23;0,1;0,5;0,4;;0,1;0,5;;;98,5;18;20;9;15,8;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_09;S;2020;08.09.2020;Parrot;42;5,04;;58,39474;70,5;13;8;7;1;;;0,5;;;91,5;22;19;13;16,8;;;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG19;AEG19_10;S;2020;08.09.2020;Parrot;46;4,19;52,4;52,4;56,5;28;13;0,5;1;;0,5;0,5;;;97,5;14;15;8;17,4;;Lots of litter on stripes;1,91;533110;5361885;719,71;6,1;Rendzina;1,56;0,54;1,17;1,81
A;AEG23;AEG23_01;S;2020;09.09.2020;Parrot;6;2,98;;51,57114;70;6;5;0,1;14,9;;2;2;;;81;18;11;12;14,8;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_02;S;2020;09.09.2020;Parrot;10,5;1,8;;52,93586;65;15;5;1;7;;3;4;;;85;21;10;12;15,2;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_03;S;2020;09.09.2020;Parrot;15;1,71;44;44;68;8;6;1;11;;3;3;;;82;20;11;11;13,8;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_04;S;2020;09.09.2020;Parrot;19,5;1,8;;38,6063;65;6;15;0,1;5,9;;4;4;;;88;18;9;13;11;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_05;S;2020;09.09.2020;Parrot;24;1,68;;39,97102;64;13;4;0,1;10,9;;3;5;;;81;17;9;8;11,4;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_06;S;2020;09.09.2020;Parrot;28,5;1,99;50,6;50,6;39,5;20;19;0,5;17;;1;3;;;78,5;15;11;9;14;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_07;S;2020;09.09.2020;Parrot;33;2,34;;33,14742;49;21;10;3;5;3;2;7;;;80;15;6;8;9,4;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_08;S;2020;09.09.2020;Parrot;37,5;3,01;;50,20642;50;12;2;0,5;30;;1,5;4;;;64;11;7;7;14,4;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_09;S;2020;09.09.2020;Parrot;42;1,95;;40,65338;50,5;16;6;2;18;2;0,5;5;;;72,5;11;9;7;11,6;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG23;AEG23_10;S;2020;09.09.2020;Parrot;46;3,82;49,9;49,9;58;17;8;1;4;6;1;5;;;83;11;8;8;12,4;;;1,55;537899;5369492;716,16;1,45;Rendzina;0;2,71;0;1,65
A;AEG45;AEG45_01;S;2020;11.09.2020;Parrot;6;3,78;;50,88878;67,8;20;6;1;;;4;1;0,2;;93,8;12;4;10;14,6;;Horses from 17.70 m onwards;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_02;S;2020;11.09.2020;Parrot;10,5;4,9;;52,2535;45;35;9;6,8;0,1;;4;0,1;;;89;16;13;10;15;Mole hills;Fence at 17.70 m;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_03;S;2020;11.09.2020;Parrot;15;5,69;70,9;70,9;49;31;13;3;;;3,5;0,5;;;93;19;9;15;18;Mole hills;Flight done along with A16;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_04;S;2020;11.09.2020;Parrot;19,5;4,68;;47,47698;55,5;29;6,5;3;1;;3;2;;;91;18;15;8;13,6;;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_05;S;2020;11.09.2020;Parrot;24;3,74;;29,73562;39;11;30;10;1;;6;3;;;80;5;9;8;8,4;Mole hills;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_06;S;2020;11.09.2020;Parrot;28,5;2,01;32;32;59;20;5;10;1;;4;1;;;84;13;9;8;7,8;;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_07;S;2020;11.09.2020;Parrot;33;1,77;;24,9591;58;15;12;8;1;;4;2;;;85;10;4;6;7;;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_08;S;2020;11.09.2020;Parrot;37,5;2,25;;20,86494;47;18;12;17;1;;4;1;;;77;6;6;10;5,8;;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_09;S;2020;11.09.2020;Parrot;42;1,82;;23,59438;50;18;11;7;3;;8;3;;;79;6;6;5;6,6;;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
A;AEG45;AEG45_10;S;2020;11.09.2020;Parrot;46;1,46;36,5;36,5;55;18;6;12;1;;6;2;;;79;5;8;5;8,4;;;2,03;533896;5654080;733,72;4,32;Braunerde;0,49;2,17;0,43;1,76
H;HEG01;HEG01_01;S;2020;17.09.2020;eBee;6;2,28;54,4;54,4;77;10;;1;2;;10;;;;89;15,5;10;;12,4;Q1 substitutes Q10;Grazed very intensive;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_02;S;2020;17.09.2020;eBee;10,5;2,14;;44,06518;66;13;;7;1;;13;;;;79;9;7;;12,6;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_03;S;2020;17.09.2020;eBee;15;2,3;45,7;45,7;71,9;7;0,1;5;1;;12;3;;;79;13;9;5;12,4;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_04;S;2020;17.09.2020;eBee;19,5;2,44;;32,46506;72;8;;1;1;;17;1;;;80;9;7;;9,2;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_05;S;2020;17.09.2020;eBee;24;1,94;;32,46506;79,8;0,2;;12;0,1;;6;1,9;;;80;13;9;;9,2;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_06;S;2020;17.09.2020;eBee;28,5;2,17;29,8;29,8;76;1;;7;8;;7;1;;;77;13,5;12;;8,4;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_07;S;2020;17.09.2020;eBee;33;2,84;;43,38282;75;1;;3;4;0,1;13,9;3;;;76;18;9;;12,4;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_08;S;2020;17.09.2020;eBee;37,5;2,29;;33,14742;78;2;;3;4;;9;4;;;80;15;7;;9,4;;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_09;S;2020;17.09.2020;eBee;42;;;1,0765;;;;;;;;;;;;;;;;Cattle;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG01;HEG01_10;S;2020;17.09.2020;eBee;46;;;1,0765;;;;;;;;;;;;;;;;Cattle;;3,13;598672;5680264;291,52;5,11;Parabraunerde;0,63;2,17;7,4;3,19
H;HEG02;HEG02_01;S;2020;17.09.2020;eBee;6;1,63;;28,3709;6;71;;5;2;;8;8;;;77;10;9;;8;;Line 25 cm too short;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_02;S;2020;17.09.2020;eBee;10,5;0,55;;22,91202;2;83,9;0,1;2;0,1;;2;9,9;;;86;7;5;5;6,4;;Mown at short height but not recently;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_03;S;2020;17.09.2020;eBee;15;2,27;46,1;46,1;7;48;35;1;1;;5;3;;;90;8;8;10;7;Vehicle tracks;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_04;S;2020;17.09.2020;eBee;19,5;1,31;;29,05326;15;67;;2;2;;8;6;;;82;8;10;;8,2;Vehicle tracks;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_05;S;2020;17.09.2020;eBee;24;2,56;;34,51214;8;67;;6;1;0,1;12,9;5;;;75;12;7;;9,8;;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_06;S;2020;17.09.2020;eBee;28,5;1,64;21,3;21,3;41;38;;8;0,4;0,1;9,9;2,5;0,1;;79;10;10;;7,8;Ant hives;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_07;S;2020;17.09.2020;eBee;33;1,75;;25,64146;13;62,5;4,5;4;0,1;0,1;4;11,8;;;80;10;9;10;7,2;;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_08;S;2020;17.09.2020;eBee;37,5;2,98;;27,68854;17;67,8;0,2;3;0,1;;5,9;5,9;0,1;;85;10;7;8;7,8;;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_09;S;2020;17.09.2020;eBee;42;1,46;;23,59438;5;90;;1;0,1;;1;2,9;;;95;8;6;;6,6;;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG02;HEG02_10;S;2020;17.09.2020;eBee;46;2,21;28,4;28,4;15;67,5;;9;1,5;;4;3;;;82,5;8;10;;6;;;2,47;600339;5650590;287,58;4,33;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_01;S;2020;17.09.2020;eBee;6;2,21;;43,38282;69;20;;3,9;2;;3;2;0,1;;89;17;11;;12,4;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_02;S;2020;17.09.2020;eBee;10,5;2,65;;28,3709;10;73;;10;4;;1;2;;;83;13;10;;8;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_03;S;2020;17.09.2020;eBee;15;3,02;41,5;41,5;15;75,5;5;1;0,5;0,1;2,9;;;;95,5;15;13;15;9,8;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_04;S;2020;17.09.2020;eBee;19,5;2,7;;32,46506;11;76;;1;8;;2;2;;;87;14;9;;9,2;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_05;S;2020;17.09.2020;eBee;24;1,48;;30,41798;56;35;;1;2;;5;1;;;91;12;9;;8,6;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_06;S;2020;17.09.2020;eBee;28,5;2,39;28,3;28,3;50,5;42;;2;0,5;;4;1;;;92,5;12;11;;10,4;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_07;S;2020;17.09.2020;eBee;33;1,96;;31,7827;59;30;;2;1;0,1;3,9;4;;;89;13;10;;9;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_08;S;2020;17.09.2020;eBee;37,5;2,16;;37,24158;55;22;;6;1;0,1;10,9;5;;;77;13,5;11;;10,6;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_09;S;2020;17.09.2020;eBee;42;1,7;;31,7827;17;70;;0,1;;0,1;7;5,8;;;87;18;14;;9;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG03;HEG03_10;S;2020;17.09.2020;eBee;46;2,53;52,9;52,9;45;40;;4;3;0,1;5,9;2;;;85;12;10;;10,4;;;2,52;600550;5673153;286,35;4,01;Pseudogley;0,3;1,08;1,95;1,83
H;HEG04;HEG04_01;S;2020;16.09.2020;Parrot;6;1,88;;44,06518;50;;;5;10;;35;;;;50;10;;;12,6;;Recently mown;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_02;S;2020;16.09.2020;Parrot;10,5;1,36;;30,41798;38;2;;15;15;;30;;;;40;13;7;;8,6;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_03;S;2020;16.09.2020;Parrot;15;2,68;57,5;57,5;67,9;0,1;;6;5;;20;;1;;68;10;1;;18,2;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_04;S;2020;16.09.2020;Parrot;19,5;1,58;;44,06518;39,8;0,2;;8;18;;34;;;;40;15;3;;12,6;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_05;S;2020;16.09.2020;Parrot;24;1,26;;37,92394;47;3;;3;8;;39;;;;50;12;6;;10,8;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_06;S;2020;16.09.2020;Parrot;28,5;1,91;40,5;40,5;58;;;2;10;;30;;;;58;16;;;14,8;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_07;S;2020;16.09.2020;Parrot;33;1,07;;35,87686;48,8;0,2;1;3;9;;38;;;;50;12;5;8;10,2;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_08;S;2020;16.09.2020;Parrot;37,5;1,26;;37,24158;55;;;5;12;;28;;;;55;13;;;10,6;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_09;S;2020;16.09.2020;Parrot;42;1,4;;39,97102;52,9;0,1;2;2;10;;33;;;;55;16;;;11,4;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG04;HEG04_10;S;2020;16.09.2020;Parrot;46;0,52;20,2;20,2;43;3;4;9;7;;34;;;;50;7;5;4;7,2;;;2,09;600529;5669479;284,78;3,68;Pseudogley;0;1,62;2,35;1,99
H;HEG05;HEG05_01;S;2020;15.09.2020;eBee;6;2,57;;33,82978;88,9;1;0,1;2;2;;6;;;;90;10;4;4;9,6;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_02;S;2020;15.09.2020;eBee;10,5;1,61;;42,70046;74;3;;12,9;2;;8;;0,1;;77;15;5;;12,2;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_03;S;2020;15.09.2020;eBee;15;1,64;17,9;17,9;78,9;4;0,1;7;4;;6;;;;83;10;7;;11,4;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_04;S;2020;15.09.2020;eBee;19,5;1,74;;28,3709;78;7;;3;5;;6;;1;;85;10;6;;8;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_05;S;2020;15.09.2020;eBee;24;1,27;;37,24158;73;16;1;2,5;1,5;;6;;;;90;10;7;5;10,6;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_06;S;2020;15.09.2020;eBee;28,5;1,33;40,6;40,6;72;9;2;4;5;;8;;;;83;11;5;5;8,6;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_07;S;2020;15.09.2020;eBee;33;1,26;;27,00618;66,9;5;0,1;12;1;;15;;;;72;9;8;6;7,6;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
H;HEG05;HEG05_08;S;2020;15.09.2020;eBee;37,5;1,7;;37,92394;68;7;;5;3;;7;;10;;75;12;8;;10,8;;;2,41;592368;5895813;449,98;5,37;Pseudogley;0,72;1,62;2,66;2,24
